Postagem,Funcionalidade,Tipo,Sentimento,Intenção,Facetas de Usabilidade,Facetas de UX
"Não dá pra fazer registro off line, e está travando muito",Registro,Crítica,Negativa,Reflexiva,Eficácia,
Gostei,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ele incentiva muito no objetivo,,Elogio,Positiva,Reflexiva,,Motivação
Top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"O app é muito bom, mas para ter resultados precisa ter paciência e se dedicar a registrar todas as refeições consumidas",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Otimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou gostando muito!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
É um sacrifício pra adicionar um alimento,Adicionar alimento,Crítica,Negativa,Reflexiva,Eficácia,Frustração
"Depois da nova atualização trava toda hora,, não consigo ver a nutrição semanal",Nutrição semanal,Crítica,Negativa,Reflexiva,Eficácia,
Não consigo nem me cadastrar que dá erro,Registro,Crítica,Negativa,Reflexiva,Eficácia,
"Me adaptei fácil, vim de outros app e gostei muito desse",,Elogio,Positiva,Reflexiva,"Aprendizado, Memorabilidade, Satisfação",Satisfação
App completo!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom! Ajuda muito na mudança de hábitos!,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Maravilhoso,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom ajuda muito na batalha contra a balança,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Parabéns,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Está travando no progresso,Progresso,Crítica,Negativa,Reflexiva,Eficácia,
Precisam arrumar com urgência,,Crítica,Negativa,Visceral,Eficácia,
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O aplicativo é bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Uma pena que a maioria dos alimentos sumiram,,Crítica,Negativa,Reflexiva,Eficácia,Frustração
Não consigo adicionar quase nada mais,,Crítica,Negativa,Reflexiva,Eficácia,
"Com isso, perco muito do diário alimentar",Diário alimentar,Crítica,Negativa,Reflexiva,Eficácia,
Muito Bom!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
É um aplicativo intuitivo e viciante! Se quer controlar o que come não há aplicativo melhor 5*,,Elogio,Positiva,Reflexiva,Aprendizado,Afeto
Trava de vez em quando,,Crítica,Negativa,Reflexiva,Eficácia,
Legal,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Gostei bastante tá me ajudando e já emagreci cerca de 3 kilos só cuidando com a alimentação,,Elogio,Positiva,Reflexiva,,"Motivação, Impacto"
"A versão antiga era perfeita, essa além de não estar boa com as novas atualizações trava o tempo inteiro",,Crítica,Negativa,Reflexiva,Eficácia,
Ótimo app para quem quer mudar a alimentação,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Motivação"
Excelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Na parte de alimentação é perfeito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
porém precisa de atenção no item exercícios,Exercícios,Crítica,Negativa,Reflexiva,Utilidade,
Fácil de ser utilizado,,Elogio,Positiva,Reflexiva,Aprendizado,
Muito bom pra quem quer controlar calorias e nutrientes dos alimentos,,Elogio,Positiva,Reflexiva,Utilidade,
Ótimo aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
É bonzinho,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Mas está travando quando tento abrir para ver o progresso,Progresso,Crítica,Negativa,Reflexiva,Eficácia,
Também não consigo sincronizar com outros aplicativos,Sincronizar com outros aplicativos,Crítica,Negativa,Reflexiva,Eficácia,
"Já desinstalei e instalei de novo para ver se corrigia, mas não resolveu o problema",,Crítica,Negativa,Comportamental,Eficácia,
Ótimo sz,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O app conta a quantidade de kcal totalmente errado,,Crítica,Negativa,Reflexiva,"Eficácia, Segurança",
"Só tem 6 refeições ? Eu faço 7, não era pra ter um milite porque é pessoal não é,cada um tem a sua não era pra militar, se der pra colocar me explica aqui como é",Limite de refeições,"Crítica, Dúvida",Negativa,Reflexiva,"Eficácia, Aprendizado",
Muito bom!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"esse app é maravilhoso pra contar suas macros diárias, está me ajudando bastante na minha dieta, já estou vendo resultados!",Contar macros,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade","Satisfação, Motivação, Impacto"
"top, soh tinha q colocar algumas coisas em portugues nas porções",Porções,"Elogio, Sugestão",Neutra,Reflexiva,"Satisfação, Utilidade",Satisfação
Ótimo APP,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou adorando,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Estou tendo excelentes resultados com este app, emagrecendo com consciência! Ele tem sido meu guia nas escolhas de cada alimento consumido em cada dia! Muita gratidão!!!!",,Elogio,Positiva,Reflexiva,Utilidade,"Afeto, Impacto, Engajamento"
Esrou usando há pouco tempo mas já me habituei a registrar tudo que como e controlar melhor a alimentação,,Elogio,Positiva,Reflexiva,Aprendizado,Engajamento
"Excelente app, sem reclamações",,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Travando ao tentar ver o ""progresso"", e o pior é que isso já dura vários dias! Achei que se ""assinasse"" ficaria normal, mas nem assim",Progresso,Crítica,Negativa,Reflexiva,Eficácia,
É bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom, se a pessoa fizer direitinho realmente ajuda a emagrecer",,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
"App ótimo, porém a aba de Progresso não abre",Progresso,"Crítica, Elogio",Positiva,Reflexiva,"Eficácia, Satisfação",Satisfação
Meses de progresso(fotos) perdidos,Progresso,Crítica,Negativa,Reflexiva,"Eficácia, Segurança",
bem organizado,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Não funciona,,Crítica,Negativa,Reflexiva,Eficácia,
File,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O melhor que há neste sentido,,Elogio,Positiva,Visceral,Satisfação,Satisfação
O mais completo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Legal,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom esse app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Ajuda a controlar as calorias consumidas durante o dia, e caso não se lembre de anotar no app, ele manda lembretes","Controle de calorias, Lembretes",Elogio,Positiva,Reflexiva,Utilidade,Motivação
"Prático, sempre encontro os alimentos na busca para registrar",,Elogio,Positiva,Reflexiva,"Eficácia, Aprendizado",
"Horrível, já tentei me cadastrar várias vezes, mas da erro",Registro,Crítica,Negativa,Reflexiva,Eficácia,Frustração
"Baixei, mais n consigo fazer uma conta, marca que está dando ero",Registro,Crítica,Negativa,Comportamental,Eficácia,
"Nao consigo conectar com o facebook nem logar com qualquer email, fica dando erro",Login,Crítica,Negativa,Comportamental,Eficácia,
zoado demais,,Crítica,Negativa,Visceral,,Frustração
Muito bom o App,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo já perdi 5 kls em outro ano,,Elogio,Positiva,Reflexiva,Satisfação,"Satisfação, Impacto"
Agora estou usando a uma semana e já perdi 2,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Engajamento, Impacto"
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Estou no inicio da reeducação alimentar 10 dias e por hora o aplicativo tem funcionado de forma satisfatória realmente tem me auxiliado muito para gerenciar todas as ações para uma vida mais saúdavel,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Engajamento, Motivação"
Muito útil! Realmente funciona,,Elogio,Positiva,Reflexiva,Utilidade,
Muito top! Ajuda muito na dieta!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bacana !! Sem problemas,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Muito bom! Rápido, fácil e prático",,Elogio,Positiva,Reflexiva,"Satisfação, Aprendizado, Eficiência",Satisfação
Está me ajudando muito no processo de emagrecimento,,Elogio,Positiva,Reflexiva,,Motivação
Indico!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom app que sincroniza exercícios com garmim,Sincronização com Garmim,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
Ótimo aplicativo!!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente! Poderia ter a opção de registrar o horário das refeições,Registro de horário das refeições,"Elogio, Sugestão",Neutra,Reflexiva,"Satisfação, Utilidade",Satisfação
As fontes dos dados dos alimentos poderiam melhorar,Fonte de dados dos alimentos,Sugestão,Neutra,Reflexiva,Utilidade,
Muito bacana! Em 12 dias perdi 4kg,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Impacto"
Estou super empolgada!,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Diversão"
"O aplicativo é bom ,porem nao consigo atualizar meu peso em progresso,pois o aplicativo trava e sou obrigada a reiniciar!! Isso está acontecendo a semana toda!atualizei o app ,mas mesmo assim o problema persiste!","Atualizar peso, Progresso",Crítica,Negativa,Comportamental,Eficácia,Frustração
Já faz um tempo que utilizo o app e me ajudou muito na reeducação alimentar,,Elogio,Positiva,Reflexiva,,Motivação
Consegui perder 12 kg com o controle das calorias,Controle de calorias,Elogio,Positiva,Reflexiva,Utilidade,Impacto
Era a ajuda que eu precisava,,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Confiança"
Vale a pena!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Me ajuda bastante,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Achei prático e estou conseguindo perder peso com ele,,Elogio,Positiva,Visceral,Aprendizado,Impacto
Não está registando está dando erro,Registro,Crítica,Negativa,Reflexiva,Eficácia,
Péssimo!,,Crítica,Negativa,Reflexiva,,Frustração
"Estava gostsndo do aplicativo, mais simplesmente do nada parou de funcionar",,Crítica,Negativa,Reflexiva,Eficácia,Frustração
Muito bom baxei pq o caio botura uas,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Ótimo App, me ajuda mtooooo a não sair da linha de acordo com o que eu preciso comer no meu dia a dia! Faz a contagem dos macros, e isso é importante para mim!!",Contagem dos macros,Elogio,Positiva,Visceral,Utilidade,"Afeto, Motivação, Engajamento"
"Estou usando o app faz apenas 8 dias, mas já consegui perder peso e me alimentando bem, ele nos ajuda a ter uma base das melhores escolhas do que devemos comer",,Elogio,Positiva,Reflexiva,Utilidade,"Afeto, Motivação, Engajamento, Impacto"
Péssimo nem cadastra nao quer,Registro,Crítica,Negativa,Reflexiva,Eficácia,
"Melhor app, 100% funcional",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Perfeito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ótimo! Me ajuda muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Nunca travou comigo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Não define todas as idades,,Crítica,Negativa,Reflexiva,Utilidade,
"O App já foi excelente, porém agora Não vale 2 estrelas",,Crítica,Negativa,Reflexiva,,Frustração
Não estou conseguindo gravar os alimentos,Gravar alimentos,Crítica,Negativa,Reflexiva,Eficácia,
"Eu pesquiso e salvo, porém ele não consta no café/almoço/janta/lanche",,Crítica,Negativa,Comportamental,Eficácia,
"Também não consigo acessar meu progresso, o App está fechando sozinho",Progresso,Crítica,Negativa,Reflexiva,Eficácia,
Trava a todo instante e está cheio de bugs,,Crítica,Negativa,Reflexiva,Eficiência,Frustração
Atende o esperado,,Elogio,Positiva,Reflexiva,"Satisfação, Eficácia",Satisfação
Boa referencia para o cotidiano,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Nao consigo criar conta na hora de colocar o nome de usuario nao aceita nenhum nome ou numero,Registro,Crítica,Negativa,Reflexiva,Eficácia,
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Eu amo esse app o melhor da minha vida com ele já consegui emagrecer 19 kg,,Elogio,Positiva,Visceral,,"Afeto, Impacto"
Boa aplicação mas deveria ter a contagem de net carbs,Contagem de net carbs,"Elogio, Sugestão",Neutra,Reflexiva,"Satisfação, Utilidade",Satisfação
Gosto muito!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente app !! Me ajuda muito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Brilhante,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Perfeito,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Não consigo realizar cadastro,Registro,Crítica,Negativa,Reflexiva,Eficácia,
péssimo,,Crítica,Negativa,Visceral,,Frustração
Por mim está aplicação e bom mas podia ter mais informações acerca dos minerais e vitaminas que precisamos e monotorizar as calorias k gastamos a andar,"Informações sobre minerais e vitaminas, Monitorar calorias gastas ao andar","Elogio, Sugestão",Neutra,Reflexiva,"Satisfação, Utilidade",Satisfação
"App excelente, me ajudou muito a perder peso e controlar de fato a qualidade da minha alimentação e a quantidade de água ingerida por dia",,Elogio,Positiva,Reflexiva,Utilidade,"Motivação, Impacto"
Não gostei e não recomendo,,Crítica,Negativa,Visceral,,Frustração
Ja foi melhor,,Crítica,Negativa,Visceral,,Frustração
Simplesmente maravilhoso ❤️,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Quase perfeito, pena que possui algumas ferramentas exclusivas para assinantes",,Crítica,Neutra,Reflexiva,Utilidade,Frustração
Fala que é livre mas não aceita pra menor de 16,,Crítica,Negativa,Reflexiva,Eficácia,
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"ótimo App, ajuda muito no dia a dia poderia facilitar a entrada de dados que repetem dia a dia",,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Motivação"
O App é muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Traz todas as opções necessárias, mas a versão premium é muito caro!",,Elogio,Neutra,Reflexiva,Utilidade,
"Muito bom, app completo e com conexões com outros dispositivos e apps que permitem ter uma noção mais geral de se desempenho físico e alimentar",Conexão com outros dispositivos,Elogio,Positiva,Reflexiva,"Satisfação, Utilidade",Satisfação
Gostando do app,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Amando o app, tudo que eu precisava!",,Elogio,Positiva,Visceral,Satisfação,"Satisfação, Afeto, Encantamento"
"É um ótimo aplicativo, porém está dando alguma incompatibilidade com meu aparelho (Lenovo Vibe K6), quando abre a aba Progresso o aplicativo para de responder e tem que ser fechado",Progresso,Elogio,Positiva,Reflexiva,"Eficácia, Satisfação",Satisfação
Mt útil pra quem quer ficar big,,Elogio,Positiva,Visceral,Satisfação,Satisfação
muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
As vezes não entra o alimento que você quer,,Crítica,Negativa,Reflexiva,Eficácia,
Ajuda bastante,,Elogio,Positiva,Visceral,Satisfação,"Motivação, Satisfação"
Excelente,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Adorei, recomendo :)",,Elogio,Positiva,Visceral,Satisfação,Satisfação
Excelente aplicativo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Ruim,,Crítica,Negativa,Visceral,,Frustração
Ótimo,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Top do top,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Muito bom,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"Tem muitas funções, mas só pra quem é Premium",,Crítica,Neutra,Reflexiva,Utilidade,
Muito bom!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
Perfeito!,,Elogio,Positiva,Visceral,Satisfação,Satisfação
"O app tá dando erro, diz q não é possível processar meu registro no momento",Registro,Crítica,Negativa,Comportamental,Eficácia,
Realmente muito bom me ajudo com os meus macros,Macros,Elogio,Positiva,Reflexiva,Satisfação,Satisfação
